Nom structure,Type cours,Nom cours,Jour de la semaine,Heure du début,Heure de fin,Durée,Age1,Age2,Age3,Nom Prof,Info cours1,Info cours2,Niveau1,Niveau2,Age min.,Age max.,Cours individuel / particulier,Cours pour handicapés,Récurrence,Pas cours pendant les vacances scolaires,Date début,Date fin,Stage : J1 (ou cours à plusieurs jours),Heure de début J1,Durée J1,Stage : J2,Heure début J2,Durée J2,Stage : J3,Heure de début J3,Durée J3,Stage : J4,Heure de début J4,Durée J4,Stage : J5,Heure de début J5,Durée J5,Adhésion / inscription annuelle obligatoire ?,Prix (à p. de) adhésion/inscription annuelle adultes,Prix (à p. de) adhésion/inscription annuelle enfants,Ne peut pas être rejoint en cours d'année,Gratuit,Prix cours individuel / stage (adhésion obligatoire ou non),Prix cours annuel (1 cours / semaine),Forfait : 2 cours / semaine,Prix cours par semestre,Prix cours par trimestre,Prix cours par mois,Prix carnet 5 cours,Durée validité carnet 5 cours (en nbre de mois),Prix carnet 10 cours,Durée validité carnet 10 cours (en nbre de mois),Prix carnet 20 cours,Durée validité carnet 20 cours,Prix carnet 30 cours,Durée validité carnet 30 cours,Prix carnet 40 cours,Durée validité carnet 40 cours,Prix carnet 50 cours,Durée validité carnet 50 cours,Nbre de cours : XX,Prix carnet XX cours,Durée validité carnet XX cours ,Nbre de cours : YY,Prix carnet YY cours,Durée validité carnet YY cours,Nbre de cours : ZZ,Prix carnet ZZ cours,Durée validité carnet ZZ cours,Carte illimitée,Durée validité carte illimitée,Cours exclus de la carte illimitée,Info prix1,Info prix2,Promo,Tarif étudiant,Tarif jeunes / seniors,Tarif demandeur d'emploi,Tarif RSA / bas revenus,Tarif famille nombreuse,Prix dégressif à p. de 2 cours,Tarif couple,Autres tarifs préférentiels,Offre exceptionnelle,Prix cours d'essai,Infos cours d'essai,Détail,Prix1,Type Prix1,Prix2,Type Prix2,Prix3 : prix unitaire approx. (hors adhésion annuelle),Nbre semaines pour calcul Prix3,Paiement en ligne ?,Formule 1,Formule 2,Formule 3,Formule 4,Infos et conditions,Nbre places dispo en réservation CB,Info RIB Partenaire,Audition préalable obligatoire,"Possibilité remboursement ultérieur, si oui, condition",Promotion,Info1&2,Conc.1
ACP la Manufacture Chanson,Cours,Voix musiques actuelles,Lundi,6:30 PM,,2:00 AM,Adulte,,,,Bon niveau en chant souhaité.,"Pour composer soi-même son programme idéal de formation, les ""ateliers à la carte"" sont des cours collectifs, le plus souvent en groupe restreint, ouverts à tous, amateurs passionnés, débutants ou plus expérimentés, professionnels ou en voie de l'être.
Chacun peut s'exercer à la chanson ou à une de ses disciplines, à son propre rythme, pour son plaisir, ou encore se perfectionner dans une pratique ou un style spécifique. 27 séances hebdomadaires sont prévues d'octobre à juin incluant, pour de nombreux ateliers, des représentations scéniques. Cette régularité permet un travail en continu et, pour chaque discipline, de développer un programme basé sur des méthodes pédagogiques adaptées et éprouvées depuis plusieurs années à la Manufacture Chanson.",I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,"Tarifs préférentiels ! En cas d'inscription à un 2ème atelier, une réduction de 20% est appliquée sur l'atelier le moins cher ou de 50% pour l’atelier ""Parole de chanson"".",783,/ an (1 cours par semaine),,,22,35,,,,,,,,,,,,,
ACP la Manufacture Chanson,Cours,Perfectionnement voix,Jeudi,7:00 PM,,2:00 AM,Adulte,,,,Expérience atelier chanson requise.,"Pour composer soi-même son programme idéal de formation, les ""ateliers à la carte"" sont des cours collectifs, le plus souvent en groupe restreint, ouverts à tous, amateurs passionnés, débutants ou plus expérimentés, professionnels ou en voie de l'être.
Chacun peut s'exercer à la chanson ou à une de ses disciplines, à son propre rythme, pour son plaisir, ou encore se perfectionner dans une pratique ou un style spécifique. 27 séances hebdomadaires sont prévues d'octobre à juin incluant, pour de nombreux ateliers, des représentations scéniques. Cette régularité permet un travail en continu et, pour chaque discipline, de développer un programme basé sur des méthodes pédagogiques adaptées et éprouvées depuis plusieurs années à la Manufacture Chanson.",I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,"Tarifs préférentiels ! En cas d'inscription à un 2ème atelier, une réduction de 20% est appliquée sur l'atelier le moins cher ou de 50% pour l’atelier ""Parole de chanson"".",1215,/ an (1 cours par semaine),,,35,35,,,,,,,,,,,,,
ACP la Manufacture Chanson,Cours,Perfectionnement scène,Vendredi,7:00 PM,,2:00 AM,Adulte,,,,Expérience atelier chanson requise.,"Pour composer soi-même son programme idéal de formation, les ""ateliers à la carte"" sont des cours collectifs, le plus souvent en groupe restreint, ouverts à tous, amateurs passionnés, débutants ou plus expérimentés, professionnels ou en voie de l'être.
Chacun peut s'exercer à la chanson ou à une de ses disciplines, à son propre rythme, pour son plaisir, ou encore se perfectionner dans une pratique ou un style spécifique. 27 séances hebdomadaires sont prévues d'octobre à juin incluant, pour de nombreux ateliers, des représentations scéniques. Cette régularité permet un travail en continu et, pour chaque discipline, de développer un programme basé sur des méthodes pédagogiques adaptées et éprouvées depuis plusieurs années à la Manufacture Chanson.",I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,"Tarifs préférentiels ! En cas d'inscription à un 2ème atelier, une réduction de 20% est appliquée sur l'atelier le moins cher ou de 50% pour l’atelier ""Parole de chanson"".",1215,/ an (1 cours par semaine),,,35,35,,,,,,,,,,,,,
ACP la Manufacture Chanson,Cours,Chanter et s'accompagner au piano,Lundi,6:30 PM,,1:00 AM,Adulte,,,,,"Pour composer soi-même son programme idéal de formation, les ""ateliers à la carte"" sont des cours collectifs, le plus souvent en groupe restreint, ouverts à tous, amateurs passionnés, débutants ou plus expérimentés, professionnels ou en voie de l'être.
Chacun peut s'exercer à la chanson ou à une de ses disciplines, à son propre rythme, pour son plaisir, ou encore se perfectionner dans une pratique ou un style spécifique. 27 séances hebdomadaires sont prévues d'octobre à juin incluant, pour de nombreux ateliers, des représentations scéniques. Cette régularité permet un travail en continu et, pour chaque discipline, de développer un programme basé sur des méthodes pédagogiques adaptées et éprouvées depuis plusieurs années à la Manufacture Chanson.",TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,"Tarifs préférentiels ! En cas d'inscription à un 2ème atelier, une réduction de 20% est appliquée sur l'atelier le moins cher ou de 50% pour l’atelier ""Parole de chanson"".",594,/ an (1 cours par semaine),,,17,35,,,,,,,,,,,,,
ACP la Manufacture Chanson,Cours,Chanter et s'accompagner à la guitare,Mardi,7:00 PM,,1:00 AM,Adulte,,,,,"Pour composer soi-même son programme idéal de formation, les ""ateliers à la carte"" sont des cours collectifs, le plus souvent en groupe restreint, ouverts à tous, amateurs passionnés, débutants ou plus expérimentés, professionnels ou en voie de l'être.
Chacun peut s'exercer à la chanson ou à une de ses disciplines, à son propre rythme, pour son plaisir, ou encore se perfectionner dans une pratique ou un style spécifique. 27 séances hebdomadaires sont prévues d'octobre à juin incluant, pour de nombreux ateliers, des représentations scéniques. Cette régularité permet un travail en continu et, pour chaque discipline, de développer un programme basé sur des méthodes pédagogiques adaptées et éprouvées depuis plusieurs années à la Manufacture Chanson.",TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,"Tarifs préférentiels ! En cas d'inscription à un 2ème atelier, une réduction de 20% est appliquée sur l'atelier le moins cher ou de 50% pour l’atelier ""Parole de chanson"".",594,/ an (1 cours par semaine),,,17,35,,,,,,,,,,,,,
ACP la Manufacture Chanson,Cours,Chanter et s'accompagner à l'accordéon,Lundi,7:30 PM,,1:00 AM,Adulte,,,,,"Pour composer soi-même son programme idéal de formation, les ""ateliers à la carte"" sont des cours collectifs, le plus souvent en groupe restreint, ouverts à tous, amateurs passionnés, débutants ou plus expérimentés, professionnels ou en voie de l'être.
Chacun peut s'exercer à la chanson ou à une de ses disciplines, à son propre rythme, pour son plaisir, ou encore se perfectionner dans une pratique ou un style spécifique. 27 séances hebdomadaires sont prévues d'octobre à juin incluant, pour de nombreux ateliers, des représentations scéniques. Cette régularité permet un travail en continu et, pour chaque discipline, de développer un programme basé sur des méthodes pédagogiques adaptées et éprouvées depuis plusieurs années à la Manufacture Chanson.",TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,"Tarifs préférentiels ! En cas d'inscription à un 2ème atelier, une réduction de 20% est appliquée sur l'atelier le moins cher ou de 50% pour l’atelier ""Parole de chanson"".",594,/ an (1 cours par semaine),,,17,35,,,,,,,,,,,,,
ACP la Manufacture Chanson,Cours,Coaching individuel (chant),,,,12:30 AM,Adulte,,,,Sur rendez-vous.,"Pour composer soi-même son programme idéal de formation, les ""ateliers à la carte"" sont des cours collectifs, le plus souvent en groupe restreint, ouverts à tous, amateurs passionnés, débutants ou plus expérimentés, professionnels ou en voie de l'être.
Chacun peut s'exercer à la chanson ou à une de ses disciplines, à son propre rythme, pour son plaisir, ou encore se perfectionner dans une pratique ou un style spécifique. 27 séances hebdomadaires sont prévues d'octobre à juin incluant, pour de nombreux ateliers, des représentations scéniques. Cette régularité permet un travail en continu et, pour chaque discipline, de développer un programme basé sur des méthodes pédagogiques adaptées et éprouvées depuis plusieurs années à la Manufacture Chanson.",TN,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,"Tarifs préférentiels ! En cas d'inscription à un 2ème atelier, une réduction de 20% est appliquée sur l'atelier le moins cher ou de 50% pour l’atelier ""Parole de chanson"".",1215,/ an (1 cours par semaine),,,35,35,,,,,,,,,,,,,
ACP la Manufacture Chanson,Cours,Chanter avec un orchestre,Mercredi,8:30 PM,,2:00 AM,Adulte,,,,,"Pour composer soi-même son programme idéal de formation, les ""ateliers à la carte"" sont des cours collectifs, le plus souvent en groupe restreint, ouverts à tous, amateurs passionnés, débutants ou plus expérimentés, professionnels ou en voie de l'être.
Chacun peut s'exercer à la chanson ou à une de ses disciplines, à son propre rythme, pour son plaisir, ou encore se perfectionner dans une pratique ou un style spécifique. 27 séances hebdomadaires sont prévues d'octobre à juin incluant, pour de nombreux ateliers, des représentations scéniques. Cette régularité permet un travail en continu et, pour chaque discipline, de développer un programme basé sur des méthodes pédagogiques adaptées et éprouvées depuis plusieurs années à la Manufacture Chanson.",TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,"Tarifs préférentiels ! En cas d'inscription à un 2ème atelier, une réduction de 20% est appliquée sur l'atelier le moins cher ou de 50% pour l’atelier ""Parole de chanson"".",675,/ an (1 cours par semaine),,,19,35,,,,,,,,,,,,,
ACP la Manufacture Chanson,Cours,Music n' Groove,Mercredi,,,2:00 AM,Adulte,,,,,"Pour composer soi-même son programme idéal de formation, les ""ateliers à la carte"" sont des cours collectifs, le plus souvent en groupe restreint, ouverts à tous, amateurs passionnés, débutants ou plus expérimentés, professionnels ou en voie de l'être.
Chacun peut s'exercer à la chanson ou à une de ses disciplines, à son propre rythme, pour son plaisir, ou encore se perfectionner dans une pratique ou un style spécifique. 27 séances hebdomadaires sont prévues d'octobre à juin incluant, pour de nombreux ateliers, des représentations scéniques. Cette régularité permet un travail en continu et, pour chaque discipline, de développer un programme basé sur des méthodes pédagogiques adaptées et éprouvées depuis plusieurs années à la Manufacture Chanson.",TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,"Tarifs préférentiels ! En cas d'inscription à un 2ème atelier, une réduction de 20% est appliquée sur l'atelier le moins cher ou de 50% pour l’atelier ""Parole de chanson"".",752,/ an (1 cours par semaine),,,21,35,,,,,,,,,,,,,
ACP la Manufacture Chanson,Stage,Intensif Voix et Interprétation,4,,,,Adulte,,,,"Un stage intensif de 184h (35h hebdomadaires sur 5 semaines). Public visé, pré-requis : chanteurs, danseurs, musiciens, comédiens ayant une pratique professionnelle régulière. Recrutement sur dossier, puis entretien.",Stage conventionné AFDAS.,A,C,,,,,,,"Feb 7, 2013","Mar 14, 2013",,,,,,,,,,,,,,,,,,,,,3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stage en cours de conventionnement : prise en charge immédiate si vous êtes artiste ayant droit AFDAS.,,,,,,,,,,,,,,,3123,/ stage,,,3123,1,,,,,,,,,,,,,
ACP la Manufacture Chanson,Stage,"Techniques du chanteur ""session courte""",4,,,,Adulte,,,,"Un stage de 136h - 8h hebdomadaires sur 16 semaines. Public visé, pré-requis : chanteurs, danseurs, musiciens, comédiens ayant une pratique professionnelle régulière. Recrutement sur dossier, puis entretien.",Stage conventionné AFDAS.,A,C,,,,,,,"Feb 7, 2013","Jun 21, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,"Pour les artistes ayant droit AFDAS, possibilité de financement dans le cadre d'un DIF ou en ""accès individuel"". Autres financements : OPCA (UNIFORMATION, OPCA EFP, ANFH etc...) également possible ou via les ""bourses ADAMI"" ou ""Bourses SPEDIDAM"" sous conditions (Artistes interprètes professionnels…).",,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,
ACP la Manufacture Chanson,Stage,Voulez-Vous Coacher avec Moi ?,1,,,,Adulte,,,,"Un coaching professionnel de 164h sur 15 semaines. Public visé, pré-requis : artiste de la chanson ayant une pratique professionnelle régulière (expérience d'au moins 2 ans requise) et un projet artistique déjà constitué (set scénique d'au moins ½ heure).",Stage conventionné AFDAS.,A,C,,,,,,,"Feb 11, 2013","Jun 14, 2013",,,,,,,,,,,,,,,,,,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour les artistes ayant droit AFDAS, possibilité d'un financement individuel par l'AFDAS;",,,,,,,,,,,,,,,3990,/ stage,,,3990,1,,,,,,,,,,,,,
ACP la Manufacture Chanson,Stage,Chemins d'écriture,1,,,,Adulte,,,,Une immersion de 5 jours dans l'écriture avec Xavier Lacouture. Public visé : artiste pouvant justifier d'une expérience dans le domaine de l'écriture de chansons ayant pour objectif de perfectionner son écriture.,Stage conventionné AFDAS.,A,C,,,,,,,"Mar 11, 2013","Mar 15, 2013",,,,,,,,,,,,,,,,,,,,,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour les artistes ayant droit AFDAS, possibilité d'un financement individuel par l'AFDAS;",,,,,,,,,,X,,,,"Réduction possible de 250€ sous forme de bourse sur demande motivée par écrit en cas de financement personnel sans condition de revenus, soit un coût de 430€.",680,/ stage,,,680,1,,,,,,,,,,,,,
ACP la Manufacture Chanson,Stage,Outils du chanteur - parcours création,5,,,,Adulte,,,,"Un stage intensif de 111h sur (30h hebdomadaires sur 4 semaines). Public visé : artistes professionnels de la chanson ou du spectacle vivant (comédiens, danseurs, musiciens, chanteurs autodidactes...) souhaitant approfondir leurs fondamentaux artistiques, développer leurs connaissances ou ayant besoin d'ajouter une « corde vocale à leur arc ». Critères d'accès : demandeurs d'emploi n'ayant plus le droit à une prise en charge de l'AFDAS (ou étant en situation de délai de carence au sens de l'AFDAS), pouvant se prévaloir d'une expérience professionnelle confirmée dans le secteur du spectacle, du cinéma et de l'audiovisuel (c'est-à-dire d'une activité professionnelle d'au moins deux ans sur les 5 dernières années) et ayant un projet professionnel défini nécessitant une formation complémentaire pour occuper un emploi.",Stage conventionné Ile-de-France.,A,C,,,,,,,"Mar 22, 2013","Apr 19, 2013",,,,,,,,,,,,,,,,,90,,,,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Selon certains critères (demandeur d'emploi, domicilié en Ile de France, etc.), la Région peut prendre en charge la totalité des frais pédagogiques. Vous pouvez peut-être aussi prétendre à une rémunération. Financement individuel AFDAS, également possible.",,,,,,,,,,,,,,,1110,/ stage,,,1110,1,,,,,,,,,,,,,
ACP la Manufacture Chanson,Stage,L'artiste et son projet,1,,,,Adulte,,,,"Un stage intensif de 5 jours - en partenariat avec : l'IRMA. Public visé : artistes professionnels de la chanson ou du spectacle vivant (comédiens, danseurs, musiciens, chanteurs autodidactes...) souhaitant approfondir leurs fondamentaux artistiques, développer leurs connaissances ou ayant besoin d'ajouter une « corde vocale à leur arc ».",,A,C,,,,,,,"Mar 25, 2013","Mar 29, 2013",,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour les artistes ayant droit AFDAS, possibilité de financement dans le cadre d'un DIF ou en ""accès individuel"". Autres financements : OPCA (UNIFORMATION, OPCA EFP, ANFH etc...) également possible ou via les ""bourses ADAMI"" ou ""Bourses SPEDIDAM"" sous conditions (Artistes interprètes professionnels…).",,,,,,,,,,X,,,,Réduction possible de 300€ sous forme de bourse sur demande écrite en cas de financement personnel sans condition de revenus.,700,/ stage,,,700,1,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,Théâtre,Mercredi,1:40 PM,,1:30 AM,Enfant,Ado,,,,,TN,,8,15,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,/ trimestre,,,16,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,Théâtre,Samedi,2:30 PM,,1:30 AM,Enfant,Ado,,,,,TN,,8,15,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,/ trimestre,,,16,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - 12ème,Cours,Théâtre,Samedi,11:00 AM,,1:30 AM,Enfant,Ado,,,,,TN,,8,15,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,/ trimestre,,,16,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - 13ème,Cours,Théâtre,Mardi,6:00 PM,,1:30 AM,Enfant,Ado,,,,,TN,,8,15,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,/ trimestre,,,16,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Convention,Cours,Théâtre,Mercredi,6:00 PM,,1:30 AM,Enfant,Ado,,,,,TN,,8,15,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,/ trimestre,,,16,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,Théâtre,Lundi,8:10 PM,,2:00 AM,Adulte,Ado,,,,,TN,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,/ trimestre,,,21,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - 13ème,Cours,Théâtre,Mardi,7:30 PM,,2:00 AM,Adulte,Ado,,,,,TN,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,/ trimestre,,,21,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,Dessin-peinture,Mercredi,1:30 PM,,2:00 AM,Enfant,,,,,,TN,,3,4,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,Dessin-peinture,Samedi,9:30 AM,,2:00 AM,Enfant,,,,,,TN,,3,4,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - 12ème,Cours,Dessin-peinture,Samedi,2:00 PM,,2:00 AM,Enfant,,,,,,TN,,3,4,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - 13ème,Cours,Dessin-peinture,Mardi,5:00 PM,,2:00 AM,Enfant,,,,,,TN,,3,4,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Convention,Cours,Dessin-peinture,Mercredi,1:20 PM,,2:00 AM,Enfant,,,,,,TN,,3,4,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Convention,Cours,Dessin-peinture,Vendredi,5:00 PM,,2:00 AM,Enfant,,,,,,TN,,3,4,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,Dessin-peinture,Mercredi,3:00 PM,,1:00 AM,Enfant,,,,,,TN,,5,6,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,Dessin-peinture,Samedi,11:30 AM,,1:00 AM,Enfant,,,,,,TN,,5,6,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - 12ème,Cours,Dessin-peinture,Samedi,4:00 PM,,1:00 AM,Enfant,,,,,,TN,,5,6,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - 13ème,Cours,Dessin-peinture,Mardi,10:30 AM,,1:00 AM,Enfant,,,,,,TN,,5,6,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Convention,Cours,Dessin-peinture,Mercredi,9:20 AM,,1:00 AM,Enfant,,,,,,TN,,5,6,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Convention,Cours,Dessin-peinture,Mercredi,11:20 AM,,1:00 AM,Enfant,,,,,,TN,,5,6,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,Dessin-peinture,Mercredi,1:30 PM,,2:00 AM,Enfant,,,,,,TN,,8,15,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,/ trimestre,,,21,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,Dessin-peinture,Samedi,9:30 AM,,2:00 AM,Enfant,,,,,,TN,,8,15,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,/ trimestre,,,21,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - 12ème,Cours,Dessin-peinture,Samedi,2:00 PM,,2:00 AM,Enfant,,,,,,TN,,8,15,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,/ trimestre,,,21,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - 13ème,Cours,Dessin-peinture,Mardi,5:00 PM,,2:00 AM,Enfant,,,,,,TN,,8,15,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,/ trimestre,,,21,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Convention,Cours,Dessin-peinture,Mercredi,1:20 PM,,2:00 AM,Enfant,,,,,,TN,,8,15,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,/ trimestre,,,21,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Convention,Cours,Dessin-peinture,Vendredi,5:00 PM,,2:00 AM,Enfant,,,,,,TN,,8,15,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,/ trimestre,,,21,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,Dessin-peinture,Jeudi,7:30 PM,,2:00 AM,Adulte,Ado,,,,,TN,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,/ trimestre,,,21,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - 13ème,Cours,Dessin-peinture,Mardi,7:00 PM,,2:00 AM,Adulte,Ado,,,,,TN,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,/ trimestre,,,21,10,,,,,,,,,,,,,
Académie Inter Musicale de Paris - Convention,Cours,Dessin-peinture,Vendredi,7:00 PM,,2:00 AM,Adulte,Ado,,,,,TN,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,/ trimestre,,,21,10,,,,,,,,,,,,,
